b2891 length is not a multiple of 3
b4613	0.281888743885
b3928	0.278098792555
b3737	0.271235597896
b4045	0.267989003807
b1304	0.266209059306
b0492	0.265269216605
b3858	0.263181112682
b4618	0.26266295784
b0010	0.262541839508
b1736	0.262337129853
b3101	0.262315598596
b1226	0.261834423604
b3559	0.261709999095
b4255	0.261562171017
b0466	0.260944923248
b0436	0.260913915532
b1939	0.260597017262
b2614	0.260430883183
b0471	0.260418984108
b2387	0.260407856588
b3602	0.260230207542
b3774	0.260198238468
b4143	0.259877821576
b1920	0.25972196438
b4391	0.259605457649
b0954	0.259089028447
b0185	0.259003238573
b3162	0.258990671717
b2476	0.258705224022
b3067	0.258653949605
b3908	0.258498164568
b2904	0.25830270901
b3401	0.258099933405
b4381	0.257948283381
b1654	0.257801783759
b2019	0.257773335968
b3726	0.257639500796
b0727	0.257598875402
b4207	0.257435662232
b3169	0.257424073615
b0809	0.257020038096
b4388	0.25672055427
b0172	0.256565344045
b3348	0.256513819502
b3092	0.256290933193
b3181	0.256224946706
b0059	0.2562115859
b1117	0.256017554438
b0422	0.255866257052
b3312	0.255794685472
b0008	0.255743084118
b0473	0.255694672362
b2722	0.255620635274
b2699	0.255608539817
b2167	0.255537044122
b0728	0.25548072378
b3464	0.255467018479
b3236	0.255418778312
b0197	0.255257980505
b3931	0.255257440556
b3807	0.25514527256
b0014	0.255100855818
b3318	0.255094933713
b0237	0.254891292007
b1850	0.254797836414
b3925	0.254752751727
b4323	0.254677505957
b2579	0.254637339639
b0415	0.254630781112
b0125	0.254611173983
b0438	0.254501315704
b1651	0.254474699865
b3167	0.254459700767
b3644	0.254430990236
b2069	0.254385560179
b0441	0.254301350842
b0393	0.254276905794
b0810	0.254272439852
b0118	0.254178503064
b1094	0.254113409363
b3846	0.253956390678
b2661	0.253877955458
b3156	0.253833639507
b2564	0.253784827251
b0033	0.25373350919
b3542	0.253632838781
b4258	0.253626687037
b1743	0.253536887194
b0474	0.25342661723
b0171	0.253321255318
b2526	0.253240893675
b3988	0.253230692579
b3781	0.253175510136
b0924	0.253102889725
b4196	0.252928805419
b3641	0.252914697368
b4234	0.252908507898
b2708	0.252854316203
b2498	0.252835311323
b0098	0.252706209285
b4195	0.252698681366
b4005	0.252651676766
b0660	0.252507744281
b0861	0.25249712919
b3125	0.25246642386
b1248	0.25245606132
b1866	0.252434570152
b4077	0.252432173676
